tabla,conf,STATUS IMPLANTATION,version,uuaa,unique parameters,params,,,,unique parameters,params
t_re4m_assistance_manager,RE4M_assistance-manager_MRField.conf,DELIVERED,17.5.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_assistance_manager,RE4M_assistance-manager_RE4M_physical-interaction_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_KCOG_language_MMRule.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_re4m_autom_resolution,RE4M_autom-resolution_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_candidate_response,RE4M_candidate-response_MRField.conf,DELIVERED,17.5.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_candidate_response,RE4M_candidate-response_RE4M_assistance-manager_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversation_transfer,RE4M_conversation-transfer_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversation_transfer,RE4M_conversation-transfer_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_conversation_transfer,RE4M_conversation-transfer_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_conversation_transfer,RE4M_conversation-transfer_RE4M_physical-interaction_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversations_insights,RE4M_conversations-insights_KBTQ_role-person_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversations_insights,RE4M_conversations-insights_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversations_insights,RE4M_conversations-insights_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversations_insights,RE4M_conversations-insights_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_conversations_insights,RE4M_conversations-insights_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRField.conf,DELIVERED,16.1.1,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRField.conf,DELIVERED,16.1.6,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRField.conf,DELIVERED,16.1.6,RE4M,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data

JOB EXTRALIBS:
     extralibs: Link to custom repository","CUTOFF_DATE, extralibs",,,,,
t_re4m_genesys_interaction,RE4M_genesys-interaction_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,16.0.7,RE4M,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_4: Columna del catálogo local 
     CATALOG_CODE_4: Filtrado del catálogo local
     CATALOG_TABLE_4: Nombre de tabla local
JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4, extralibs",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,16.0.7,RE4M,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_5: Columna del catálogo local 
     CATALOG_CODE_5: Filtrado del catálogo local
     CATALOG_TABLE_5: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5, extralibs",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRField.conf,DELIVERED,16.0.7,RE4M,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_3: Columna del catálogo local 
     CATALOG_CODE_3: Filtrado del catálogo local
     CATALOG_TABLE_3: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3, extralibs",,,,,
t_re4m_interaction_call,RE4M_interaction-call_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_interaction_call,RE4M_interaction-call_RE4M_physical-interaction_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_KCOG_country_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_junction_interaction,RE4M_junction-interaction_RE4M_physical-interaction_MMRule.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_message_transfer,RE4M_message-transfer_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_message_transfer,RE4M_message-transfer_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_message_transfer,RE4M_message-transfer_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_messages_insights,RE4M_messages-insights_KCOG_country_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_messages_insights,RE4M_messages-insights_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_messages_insights,RE4M_messages-insights_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_messages_insights,RE4M_messages-insights_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_messages_insights,RE4M_messages-insights_MRObject.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_phone_convers_particip,RE4M_phone-convers-particip_MRField.conf,DELIVERED,18.3.7,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phone_convers_particip,RE4M_phone-convers-particip_MRField.conf,DELIVERED,18.3.7,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_phone_convers_particip,RE4M_phone-convers-particip_MRObject.conf,DELIVERED,18.3.7,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_phone_convers_transcrip,RE4M_phone-convers-transcrip_KCOG_language_MMRule.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phone_convers_transcrip,RE4M_phone-convers-transcrip_MRField.conf,DELIVERED,18.3.8,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phone_convers_transcrip,RE4M_phone-convers-transcrip_MRObject.conf,DELIVERED,18.3.7,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_phrase_mention,RE4M_phrase-mention_MRField.conf,DELIVERED,16.1.4,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_mention,RE4M_phrase-mention_MRField.conf,DELIVERED,18.2.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_phrase_mention,RE4M_phrase-mention_MRField.conf,DELIVERED,18.3.1,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_mention,RE4M_phrase-mention_MRField.conf,DELIVERED,18.3.1,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", SOURCE, extralibs",,,,,
t_re4m_phrase_mention,RE4M_phrase-mention_RE4M_phrase-transcription_MMRule.conf,DELIVERED,16.1.4,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_transcr_obfsc,RE4M_phrase-transcr-obfsc_MRField.conf,DELIVERED,17.0.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_transcr_obfsc,RE4M_phrase-transcr-obfsc_MRField.conf,DELIVERED,17.0.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_phrase_transcr_obfsc,RE4M_phrase-transcr-obfsc_RE4M_phrase-transcription_MMRule.conf,DELIVERED,18.2.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_transcription,RE4M_phrase-transcription_MRField.conf,DELIVERED,18.3.7,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phrase_transcription,RE4M_phrase-transcription_MRField.conf,DELIVERED,18.3.7,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
t_re4m_phrase_transcription,RE4M_phrase-transcription_MRObject.conf,DELIVERED,18.3.7,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_KCOG_country_MMRule.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_KCOG_language_MMRule.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_MRField.conf,DELIVERED,16.1.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_phys_interaction_actvy_l3,RE4M_phys-interaction-actvy-l3_MRObject.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data 
FECHA_VOLUMETRIC: Date of values to compare with 
LOWER_BOUND: Lower percentage bound 
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_phys_interaction_attach,RE4M_phys-interaction-attach_MRField.conf,DELIVERED,18.3.7,NOLS,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"RUNNING JOB PARAMS:
     CUTOFF_DATE: Date of the data
     CATALOG_COLUMN_7: Columna del catálogo local 
     CATALOG_CODE_7: Filtrado del catálogo local
     CATALOG_TABLE_7: Nombre de tabla local

JOB EXTRALIBS:
     extralibs: Link to custom repository",", CATALOG_COLUMN_7, CATALOG_CODE_7, CATALOG_TABLE_7, extralibs",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRField.conf,DELIVERED,17.5.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_MRObject.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_physical_interaction,RE4M_physical-interaction_NM7R_lead_MMRule.conf,DELIVERED,16.1.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KBTQ_role-person_MMRule.conf,DELIVERED,16.1.6,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_country_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_entity_MMRule.conf,DELIVERED,16.1.5,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_KCOG_language_MMRule.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,18.3.3,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_1: Columna del catálogo local 
CATALOG_CODE_1: Filtrado del catálogo local
CATALOG_TABLE_1: Nombre de tabla local",", CATALOG_COLUMN_1, CATALOG_CODE_1, CATALOG_TABLE_1",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.7,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_2: Columna del catálogo local 
CATALOG_CODE_2: Filtrado del catálogo local
CATALOG_TABLE_2: Nombre de tabla local",", CATALOG_COLUMN_2, CATALOG_CODE_2, CATALOG_TABLE_2",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_3: Columna del catálogo local 
CATALOG_CODE_3: Filtrado del catálogo local
CATALOG_TABLE_3: Nombre de tabla local",", CATALOG_COLUMN_3, CATALOG_CODE_3, CATALOG_TABLE_3",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_4: Columna del catálogo local 
CATALOG_CODE_4: Filtrado del catálogo local
CATALOG_TABLE_4: Nombre de tabla local",", CATALOG_COLUMN_4, CATALOG_CODE_4, CATALOG_TABLE_4",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_5: Columna del catálogo local 
CATALOG_CODE_5: Filtrado del catálogo local
CATALOG_TABLE_5: Nombre de tabla local",", CATALOG_COLUMN_5, CATALOG_CODE_5, CATALOG_TABLE_5",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_6: Columna del catálogo local 
CATALOG_CODE_6: Filtrado del catálogo local
CATALOG_TABLE_6: Nombre de tabla local",", CATALOG_COLUMN_6, CATALOG_CODE_6, CATALOG_TABLE_6",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRField.conf,DELIVERED,16.1.5,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_MRObject.conf,DELIVERED,16.1.3,RE4M,"CUTOFF_DATE: Date of the data
FECHA_VOLUMETRIC: Date of values to compare with
LOWER_BOUND: Lower percentage bound
UPPER_BOUND: Upper percentage bound","CUTOFF_DATE, FECHA_VOLUMETRIC, LOWER_BOUND, UPPER_BOUND",,,,,
t_re4m_physical_interaction_acti,RE4M_physical-interaction-acti_RE4M_physical-interaction_MMRule.conf,DELIVERED,18.3.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_typification_interaction,RE4M_typification-interaction_MRField.conf,DELIVERED,15.1.0,RE4M,CUTOFF_DATE: Date of the data,CUTOFF_DATE,,,,,
t_re4m_typification_interaction,RE4M_typification-interaction_MRField.conf,DELIVERED,15.1.0,RE4M,"CUTOFF_DATE: Date of the data
CATALOG_COLUMN_0: Columna del catálogo local 
CATALOG_CODE_0: Filtrado del catálogo local
CATALOG_TABLE_0: Nombre de tabla local",", CATALOG_COLUMN_0, CATALOG_CODE_0, CATALOG_TABLE_0",,,,,
